                               Labor Force Data by County, 2021 Annual Averages

                 State  County
                 FIPS   FIPS                                                                  Labor                     Unemployed
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN4818300000000   48     183   Gregg County, TX                                  2021        56,193       52,563      3,630      6.5
CN4818500000000   48     185   Grimes County, TX                                 2021        11,133       10,386        747      6.7
CN4818700000000   48     187   Guadalupe County, TX                              2021        82,209       78,557      3,652      4.4
CN4818900000000   48     189   Hale County, TX                                   2021        11,915       11,191        724      6.1
CN4819100000000   48     191   Hall County, TX                                   2021         1,087        1,028         59      5.4
CN4819300000000   48     193   Hamilton County, TX                               2021         3,792        3,638        154      4.1
CN4819500000000   48     195   Hansford County, TX                               2021         2,551        2,474         77      3.0
CN4819700000000   48     197   Hardeman County, TX                               2021         1,722        1,648         74      4.3
CN4819900000000   48     199   Hardin County, TX                                 2021        24,760       22,791      1,969      8.0
CN4820100000000   48     201   Harris County, TX                                 2021     2,283,959    2,136,470    147,489      6.5
CN4820300000000   48     203   Harrison County, TX                               2021        28,650       26,757      1,893      6.6
CN4820500000000   48     205   Hartley County, TX                                2021         2,733        2,676         57      2.1
CN4820700000000   48     207   Haskell County, TX                                2021         2,740        2,632        108      3.9
CN4820900000000   48     209   Hays County, TX                                   2021       129,600      124,271      5,329      4.1
CN4821100000000   48     211   Hemphill County, TX                               2021         1,635        1,564         71      4.3
CN4821300000000   48     213   Henderson County, TX                              2021        38,202       36,240      1,962      5.1
CN4821500000000   48     215   Hidalgo County, TX                                2021       366,220      332,109     34,111      9.3
CN4821700000000   48     217   Hill County, TX                                   2021        16,822       15,980        842      5.0
CN4821900000000   48     219   Hockley County, TX                                2021        10,657       10,015        642      6.0
CN4822100000000   48     221   Hood County, TX                                   2021        28,814       27,325      1,489      5.2
CN4822300000000   48     223   Hopkins County, TX                                2021        17,828       17,055        773      4.3
CN4822500000000   48     225   Houston County, TX                                2021        10,581       10,068        513      4.8
CN4822700000000   48     227   Howard County, TX                                 2021        13,256       12,390        866      6.5
CN4822900000000   48     229   Hudspeth County, TX                               2021         1,849        1,742        107      5.8
CN4823100000000   48     231   Hunt County, TX                                   2021        44,928       42,619      2,309      5.1
CN4823300000000   48     233   Hutchinson County, TX                             2021         8,498        7,987        511      6.0
CN4823500000000   48     235   Irion County, TX                                  2021           773          735         38      4.9
CN4823700000000   48     237   Jack County, TX                                   2021         3,398        3,212        186      5.5
CN4823900000000   48     239   Jackson County, TX                                2021         7,108        6,752        356      5.0
CN4824100000000   48     241   Jasper County, TX                                 2021        12,832       11,585      1,247      9.7
CN4824300000000   48     243   Jeff Davis County, TX                             2021         1,023          979         44      4.3
CN4824500000000   48     245   Jefferson County, TX                              2021       101,725       91,528     10,197     10.0
CN4824700000000   48     247   Jim Hogg County, TX                               2021         1,859        1,695        164      8.8
CN4824900000000   48     249   Jim Wells County, TX                              2021        15,607       14,019      1,588     10.2
CN4825100000000   48     251   Johnson County, TX                                2021        85,557       81,406      4,151      4.9
CN4825300000000   48     253   Jones County, TX                                  2021         5,730        5,377        353      6.2
CN4825500000000   48     255   Karnes County, TX                                 2021         6,843        6,487        356      5.2
CN4825700000000   48     257   Kaufman County, TX                                2021        71,942       68,423      3,519      4.9
CN4825900000000   48     259   Kendall County, TX                                2021        22,781       21,908        873      3.8
CN4826100000000   48     261   Kenedy County, TX                                 2021           183          172         11      6.0
CN4826300000000   48     263   Kent County, TX                                   2021           447          434         13      2.9
CN4826500000000   48     265   Kerr County, TX                                   2021        22,061       21,071        990      4.5
CN4826700000000   48     267   Kimble County, TX                                 2021         1,905        1,826         79      4.1
CN4826900000000   48     269   King County, TX                                   2021           448          444          4      0.9
CN4827100000000   48     271   Kinney County, TX                                 2021         1,244        1,175         69      5.5
CN4827300000000   48     273   Kleberg County, TX                                2021        13,202       12,261        941      7.1
CN4827500000000   48     275   Knox County, TX                                   2021         1,457        1,389         68      4.7
CN4827700000000   48     277   Lamar County, TX                                  2021        24,493       23,149      1,344      5.5
CN4827900000000   48     279   Lamb County, TX                                   2021         5,211        4,951        260      5.0
CN4828100000000   48     281   Lampasas County, TX                               2021         9,291        8,845        446      4.8
CN4828300000000   48     283   La Salle County, TX                               2021         3,804        3,641        163      4.3
CN4828500000000   48     285   Lavaca County, TX                                 2021         8,640        8,253        387      4.5
CN4828700000000   48     287   Lee County, TX                                    2021         9,057        8,669        388      4.3
CN4828900000000   48     289   Leon County, TX                                   2021         6,184        5,746        438      7.1
CN4829100000000   48     291   Liberty County, TX                                2021        34,870       31,677      3,193      9.2
CN4829300000000   48     293   Limestone County, TX                              2021         8,528        8,001        527      6.2
CN4829500000000   48     295   Lipscomb County, TX                               2021         1,502        1,446         56      3.7
CN4829700000000   48     297   Live Oak County, TX                               2021         4,937        4,601        336      6.8
CN4829900000000   48     299   Llano County, TX                                  2021         8,900        8,469        431      4.8
CN4830100000000   48     301   Loving County, TX                                 2021           438          434          4      0.9
CN4830300000000   48     303   Lubbock County, TX                                2021       160,338      153,092      7,246      4.5
CN4830500000000   48     305   Lynn County, TX                                   2021         2,798        2,678        120      4.3
CN4830700000000   48     307   McCulloch County, TX                              2021         3,157        2,953        204      6.5
CN4830900000000   48     309   McLennan County, TX                               2021       122,192      116,247      5,945      4.9
CN4831100000000   48     311   McMullen County, TX                               2021           734          717         17      2.3
CN4831300000000   48     313   Madison County, TX                                2021         4,691        4,398        293      6.2
CN4831500000000   48     315   Marion County, TX                                 2021         4,255        3,963        292      6.9
CN4831700000000   48     317   Martin County, TX                                 2021         2,605        2,480        125      4.8
CN4831900000000   48     319   Mason County, TX                                  2021         1,789        1,705         84      4.7
CN4832100000000   48     321   Matagorda County, TX                              2021        16,489       15,114      1,375      8.3
CN4832300000000   48     323   Maverick County, TX                               2021        23,752       20,739      3,013     12.7
CN4832500000000   48     325   Medina County, TX                                 2021        21,832       20,744      1,088      5.0
CN4832700000000   48     327   Menard County, TX                                 2021           837          797         40      4.8
CN4832900000000   48     329   Midland County, TX                                2021        99,301       93,631      5,670      5.7
CN4833100000000   48     331   Milam County, TX                                  2021        10,199        9,606        593      5.8
CN4833300000000   48     333   Mills County, TX                                  2021         1,905        1,822         83      4.4
CN4833500000000   48     335   Mitchell County, TX                               2021         2,346        2,179        167      7.1
CN4833700000000   48     337   Montague County, TX                               2021         9,265        8,789        476      5.1
CN4833900000000   48     339   Montgomery County, TX                             2021       293,629      276,611     17,018      5.8
CN4834100000000   48     341   Moore County, TX                                  2021        10,983       10,616        367      3.3
CN4834300000000   48     343   Morris County, TX                                 2021         4,624        4,140        484     10.5
CN4834500000000   48     345   Motley County, TX                                 2021           453          430         23      5.1
CN4834700000000   48     347   Nacogdoches County, TX                            2021        28,255       26,714      1,541      5.5
CN4834900000000   48     349   Navarro County, TX                                2021        23,685       22,479      1,206      5.1
CN4835100000000   48     351   Newton County, TX                                 2021         4,897        4,387        510     10.4
CN4835300000000   48     353   Nolan County, TX                                  2021         7,091        6,754        337      4.8
CN4835500000000   48     355   Nueces County, TX                                 2021       163,825      152,485     11,340      6.9
CN4835700000000   48     357   Ochiltree County, TX                              2021         3,952        3,772        180      4.6
CN4835900000000   48     359   Oldham County, TX                                 2021           917          885         32      3.5
CN4836100000000   48     361   Orange County, TX                                 2021        34,858       31,719      3,139      9.0
CN4836300000000   48     363   Palo Pinto County, TX                             2021        12,902       12,161        741      5.7
CN4836500000000   48     365   Panola County, TX                                 2021         9,691        9,040        651      6.7
CN4836700000000   48     367   Parker County, TX                                 2021        71,585       68,413      3,172      4.4
CN4836900000000   48     369   Parmer County, TX                                 2021         4,976        4,834        142      2.9
CN4837100000000   48     371   Pecos County, TX                                  2021         6,164        5,724        440      7.1
CN4837300000000   48     373   Polk County, TX                                   2021        18,571       17,079      1,492      8.0
CN4837500000000   48     375   Potter County, TX                                 2021        54,259       51,926      2,333      4.3
CN4837700000000   48     377   Presidio County, TX                               2021         3,101        2,774        327     10.5
CN4837900000000   48     379   Rains County, TX                                  2021         6,318        6,073        245      3.9
CN4838100000000   48     381   Randall County, TX                                2021        74,603       71,978      2,625      3.5
CN4838300000000   48     383   Reagan County, TX                                 2021         1,653        1,526        127      7.7
CN4838500000000   48     385   Real County, TX                                   2021         1,144        1,076         68      5.9
CN4838700000000   48     387   Red River County, TX                              2021         5,320        5,006        314      5.9
CN4838900000000   48     389   Reeves County, TX                                 2021         8,608        8,103        505      5.9
CN4839100000000   48     391   Refugio County, TX                                2021         3,037        2,833        204      6.7
CN4839300000000   48     393   Roberts County, TX                                2021           399          382         17      4.3
CN4839500000000   48     395   Robertson County, TX                              2021         7,557        7,159        398      5.3
CN4839700000000   48     397   Rockwall County, TX                               2021        56,678       54,240      2,438      4.3
CN4839900000000   48     399   Runnels County, TX                                2021         4,618        4,430        188      4.1
CN4840100000000   48     401   Rusk County, TX                                   2021        22,047       20,721      1,326      6.0
CN4840300000000   48     403   Sabine County, TX                                 2021         3,965        3,587        378      9.5
CN4840500000000   48     405   San Augustine County, TX                          2021         2,979        2,734        245      8.2
CN4840700000000   48     407   San Jacinto County, TX                            2021        11,871       10,994        877      7.4
CN4840900000000   48     409   San Patricio County, TX                           2021        29,428       26,830      2,598      8.8
CN4841100000000   48     411   San Saba County, TX                               2021         2,203        2,100        103      4.7
CN4841300000000   48     413   Schleicher County, TX                             2021         1,192        1,126         66      5.5
CN4841500000000   48     415   Scurry County, TX                                 2021         6,086        5,678        408      6.7
CN4841700000000   48     417   Shackelford County, TX                            2021         1,845        1,771         74      4.0
CN4841900000000   48     419   Shelby County, TX                                 2021        11,484       10,862        622      5.4
CN4842100000000   48     421   Sherman County, TX                                2021         1,408        1,366         42      3.0
CN4842300000000   48     423   Smith County, TX                                  2021       110,095      104,439      5,656      5.1
CN4842500000000   48     425   Somervell County, TX                              2021         4,398        4,170        228      5.2
CN4842700000000   48     427   Starr County, TX                                  2021        25,381       21,263      4,118     16.2
CN4842900000000   48     429   Stephens County, TX                               2021         4,190        3,984        206      4.9
CN4843100000000   48     431   Sterling County, TX                               2021           586          556         30      5.1
CN4843300000000   48     433   Stonewall County, TX                              2021           587          563         24      4.1
CN4843500000000   48     435   Sutton County, TX                                 2021         1,149        1,054         95      8.3
CN4843700000000   48     437   Swisher County, TX                                2021         2,593        2,465        128      4.9
CN4843900000000   48     439   Tarrant County, TX                                2021     1,099,856    1,041,556     58,300      5.3
CN4844100000000   48     441   Taylor County, TX                                 2021        67,165       64,246      2,919      4.3
CN4844300000000   48     443   Terrell County, TX                                2021           411          396         15      3.6
CN4844500000000   48     445   Terry County, TX                                  2021         4,776        4,484        292      6.1
CN4844700000000   48     447   Throckmorton County, TX                           2021         1,008          980         28      2.8
CN4844900000000   48     449   Titus County, TX                                  2021        13,563       12,837        726      5.4
CN4845100000000   48     451   Tom Green County, TX                              2021        54,009       51,382      2,627      4.9
CN4845300000000   48     453   Travis County, TX                                 2021       770,868      739,716     31,152      4.0
CN4845500000000   48     455   Trinity County, TX                                2021         5,355        4,962        393      7.3
CN4845700000000   48     457   Tyler County, TX                                  2021         7,409        6,779        630      8.5
CN4845900000000   48     459   Upshur County, TX                                 2021        17,555       16,456      1,099      6.3
CN4846100000000   48     461   Upton County, TX                                  2021         1,762        1,670         92      5.2
CN4846300000000   48     463   Uvalde County, TX                                 2021        11,252       10,631        621      5.5
CN4846500000000   48     465   Val Verde County, TX                              2021        22,098       20,785      1,313      5.9
CN4846700000000   48     467   Van Zandt County, TX                              2021        26,780       25,515      1,265      4.7
CN4846900000000   48     469   Victoria County, TX                               2021        40,785       38,175      2,610      6.4
CN4847100000000   48     471   Walker County, TX                                 2021        23,951       22,451      1,500      6.3
CN4847300000000   48     473   Waller County, TX                                 2021        24,799       23,216      1,583      6.4
CN4847500000000   48     475   Ward County, TX                                   2021         5,884        5,463        421      7.2
CN4847700000000   48     477   Washington County, TX                             2021        15,187       14,391        796      5.2
CN4847900000000   48     479   Webb County, TX                                   2021       116,373      109,033      7,340      6.3
CN4848100000000   48     481   Wharton County, TX                                2021        21,120       19,914      1,206      5.7
CN4848300000000   48     483   Wheeler County, TX                                2021         2,066        1,937        129      6.2
CN4848500000000   48     485   Wichita County, TX                                2021        55,325       52,400      2,925      5.3
CN4848700000000   48     487   Wilbarger County, TX                              2021         4,891        4,569        322      6.6
CN4848900000000   48     489   Willacy County, TX                                2021         6,976        6,245        731     10.5
CN4849100000000   48     491   Williamson County, TX                             2021       340,568      326,982     13,586      4.0
CN4849300000000   48     493   Wilson County, TX                                 2021        24,999       23,899      1,100      4.4
CN4849500000000   48     495   Winkler County, TX                                2021         3,726        3,439        287      7.7
CN4849700000000   48     497   Wise County, TX                                   2021        32,980       31,380      1,600      4.9
CN4849900000000   48     499   Wood County, TX                                   2021        17,988       16,977      1,011      5.6
CN4850100000000   48     501   Yoakum County, TX                                 2021         3,284        3,027        257      7.8
CN4850300000000   48     503   Young County, TX                                  2021         8,066        7,701        365      4.5
CN4850500000000   48     505   Zapata County, TX                                 2021         4,526        3,980        546     12.1
CN4850700000000   48     507   Zavala County, TX                                 2021         3,276        2,861        415     12.7
CN4900100000000   49     001   Beaver County, UT                                 2021         2,826        2,746         80      2.8
CN4900300000000   49     003   Box Elder County, UT                              2021        26,895       26,237        658      2.4
CN4900500000000   49     005   Cache County, UT                                  2021        68,747       67,395      1,352      2.0
CN4900700000000   49     007   Carbon County, UT                                 2021         8,424        8,097        327      3.9
CN4900900000000   49     009   Daggett County, UT                                2021           415          400         15      3.6
CN4901100000000   49     011   Davis County, UT                                  2021       179,229      174,865      4,364      2.4
CN4901300000000   49     013   Duchesne County, UT                               2021         7,748        7,372        376      4.9
CN4901500000000   49     015   Emery County, UT                                  2021         4,450        4,278        172      3.9
CN4901700000000   49     017   Garfield County, UT                               2021         2,778        2,597        181      6.5
CN4901900000000   49     019   Grand County, UT                                  2021         6,574        6,285        289      4.4
CN4902100000000   49     021   Iron County, UT                                   2021        26,265       25,519        746      2.8
CN4902300000000   49     023   Juab County, UT                                   2021         6,159        6,036        123      2.0
CN4902500000000   49     025   Kane County, UT                                   2021         4,002        3,887        115      2.9
CN4902700000000   49     027   Millard County, UT                                2021         6,018        5,875        143      2.4
CN4902900000000   49     029   Morgan County, UT                                 2021         5,779        5,658        121      2.1
CN4903100000000   49     031   Piute County, UT                                  2021           479          458         21      4.4
CN4903300000000   49     033   Rich County, UT                                   2021         1,273        1,244         29      2.3
CN4903500000000   49     035   Salt Lake County, UT                              2021       653,817      635,656     18,161      2.8
CN4903700000000   49     037   San Juan County, UT                               2021         5,470        5,125        345      6.3
CN4903900000000   49     039   Sanpete County, UT                                2021        13,057       12,691        366      2.8
CN4904100000000   49     041   Sevier County, UT                                 2021         9,992        9,666        326      3.3
CN4904300000000   49     043   Summit County, UT                                 2021        24,987       24,266        721      2.9
CN4904500000000   49     045   Tooele County, UT                                 2021        36,804       35,747      1,057      2.9
CN4904700000000   49     047   Uintah County, UT                                 2021        13,562       12,806        756      5.6
CN4904900000000   49     049   Utah County, UT                                   2021       332,018      324,289      7,729      2.3
CN4905100000000   49     051   Wasatch County, UT                                2021        16,903       16,421        482      2.9
CN4905300000000   49     053   Washington County, UT                             2021        83,600       81,174      2,426      2.9
CN4905500000000   49     055   Wayne County, UT                                  2021         1,506        1,435         71      4.7
CN4905700000000   49     057   Weber County, UT                                  2021       131,718      127,926      3,792      2.9
CN5000100000000   50     001   Addison County, VT                                2021        19,901       19,352        549      2.8
CN5000300000000   50     003   Bennington County, VT                             2021        16,919       16,189        730      4.3
CN5000500000000   50     005   Caledonia County, VT                              2021        14,037       13,516        521      3.7
CN5000700000000   50     007   Chittenden County, VT                             2021        92,865       90,238      2,627      2.8
CN5000900000000   50     009   Essex County, VT                                  2021         2,613        2,487        126      4.8
CN5001100000000   50     011   Franklin County, VT                               2021        26,722       25,798        924      3.5
CN5001300000000   50     013   Grand Isle County, VT                             2021         3,941        3,786        155      3.9
CN5001500000000   50     015   Lamoille County, VT                               2021        13,380       12,841        539      4.0
CN5001700000000   50     017   Orange County, VT                                 2021        15,227       14,737        490      3.2
CN5001900000000   50     019   Orleans County, VT                                2021        12,770       12,178        592      4.6
CN5002100000000   50     021   Rutland County, VT                                2021        28,966       27,751      1,215      4.2
CN5002300000000   50     023   Washington County, VT                             2021        32,392       31,416        976      3.0
CN5002500000000   50     025   Windham County, VT                                2021        20,410       19,506        904      4.4
CN5002700000000   50     027   Windsor County, VT                                2021        28,071       27,145        926      3.3
CN5100100000000   51     001   Accomack County, VA                               2021        15,176       14,516        660      4.3
CN5100300000000   51     003   Albemarle County, VA                              2021        55,448       53,650      1,798      3.2
CN5100500000000   51     005   Alleghany County, VA                              2021         6,512        6,245        267      4.1
CN5100700000000   51     007   Amelia County, VA                                 2021         5,984        5,771        213      3.6
CN5100900000000   51     009   Amherst County, VA                                2021        14,340       13,812        528      3.7
CN5101100000000   51     011   Appomattox County, VA                             2021         6,915        6,648        267      3.9
CN5101300000000   51     013   Arlington County, VA                              2021       150,721      146,210      4,511      3.0
CN5101500000000   51     015   Augusta County, VA                                2021        36,312       35,201      1,111      3.1
CN5101700000000   51     017   Bath County, VA                                   2021         2,219        2,118        101      4.6
CN5101900000000   51     019   Bedford County, VA                                2021        37,256       35,981      1,275      3.4
CN5102100000000   51     021   Bland County, VA                                  2021         2,720        2,627         93      3.4
CN5102300000000   51     023   Botetourt County, VA                              2021        16,976       16,463        513      3.0
CN5102500000000   51     025   Brunswick County, VA                              2021         5,708        5,350        358      6.3
CN5102700000000   51     027   Buchanan County, VA                               2021         6,130        5,717        413      6.7
CN5102900000000   51     029   Buckingham County, VA                             2021         6,205        5,879        326      5.3
CN5103100000000   51     031   Campbell County, VA                               2021        24,996       24,042        954      3.8
CN5103300000000   51     033   Caroline County, VA                               2021        14,644       14,012        632      4.3
CN5103500000000   51     035   Carroll County, VA                                2021        12,778       12,255        523      4.1
CN5103600000000   51     036   Charles City County, VA                           2021         3,443        3,292        151      4.4
CN5103700000000   51     037   Charlotte County, VA                              2021         5,206        5,013        193      3.7
CN5104100000000   51     041   Chesterfield County, VA                           2021       183,962      177,248      6,714      3.6
CN5104300000000   51     043   Clarke County, VA                                 2021         7,383        7,155        228      3.1
CN5104500000000   51     045   Craig County, VA                                  2021         2,222        2,148         74      3.3
CN5104700000000   51     047   Culpeper County, VA                               2021        24,541       23,745        796      3.2
CN5104900000000   51     049   Cumberland County, VA                             2021         4,537        4,343        194      4.3
CN5105100000000   51     051   Dickenson County, VA                              2021         4,645        4,398        247      5.3
CN5105300000000   51     053   Dinwiddie County, VA                              2021        13,210       12,617        593      4.5
CN5105700000000   51     057   Essex County, VA                                  2021         5,284        5,028        256      4.8
CN5105900000000   51     059   Fairfax County, VA                                2021       614,999      593,574     21,425      3.5
CN5106100000000   51     061   Fauquier County, VA                               2021        36,217       35,138      1,079      3.0
CN5106300000000   51     063   Floyd County, VA                                  2021         8,157        7,903        254      3.1
CN5106500000000   51     065   Fluvanna County, VA                               2021        13,572       13,130        442      3.3
CN5106700000000   51     067   Franklin County, VA                               2021        25,534       24,628        906      3.5
CN5106900000000   51     069   Frederick County, VA                              2021        49,021       47,598      1,423      2.9
CN5107100000000   51     071   Giles County, VA                                  2021         7,747        7,479        268      3.5
CN5107300000000   51     073   Gloucester County, VA                             2021        18,837       18,202        635      3.4
CN5107500000000   51     075   Goochland County, VA                              2021        11,232       10,887        345      3.1
CN5107700000000   51     077   Grayson County, VA                                2021         7,841        7,580        261      3.3
CN5107900000000   51     079   Greene County, VA                                 2021        10,165        9,861        304      3.0
CN5108100000000   51     081   Greensville County, VA                            2021         4,252        4,045        207      4.9
CN5108300000000   51     083   Halifax County, VA                                2021        14,798       14,091        707      4.8
CN5108500000000   51     085   Hanover County, VA                                2021        56,895       55,208      1,687      3.0
CN5108700000000   51     087   Henrico County, VA                                2021       176,593      169,543      7,050      4.0
CN5108900000000   51     089   Henry County, VA                                  2021        23,520       22,423      1,097      4.7
CN5109100000000   51     091   Highland County, VA                               2021         1,223        1,188         35      2.9
CN5109300000000   51     093   Isle of Wight County, VA                          2021        19,026       18,366        660      3.5
CN5109500000000   51     095   James City County, VA                             2021        35,844       34,422      1,422      4.0
CN5109700000000   51     097   King and Queen County, VA                         2021         3,812        3,692        120      3.1
CN5109900000000   51     099   King George County, VA                            2021        13,898       13,496        402      2.9
CN5110100000000   51     101   King William County, VA                           2021         9,114        8,809        305      3.3
CN5110300000000   51     103   Lancaster County, VA                              2021         5,244        4,964        280      5.3
CN5110500000000   51     105   Lee County, VA                                    2021         8,030        7,705        325      4.0
CN5110700000000   51     107   Loudoun County, VA                                2021       222,649      215,775      6,874      3.1
CN5110900000000   51     109   Louisa County, VA                                 2021        19,910       19,239        671      3.4
CN5111100000000   51     111   Lunenburg County, VA                              2021         5,044        4,852        192      3.8
CN5111300000000   51     113   Madison County, VA                                2021         7,329        7,148        181      2.5
CN5111500000000   51     115   Mathews County, VA                                2021         3,936        3,811        125      3.2
CN5111700000000   51     117   Mecklenburg County, VA                            2021        12,429       11,842        587      4.7
CN5111900000000   51     119   Middlesex County, VA                              2021         5,085        4,914        171      3.4
CN5112100000000   51     121   Montgomery County, VA                             2021        49,360       47,901      1,459      3.0
CN5112500000000   51     125   Nelson County, VA                                 2021         7,106        6,857        249      3.5
CN5112700000000   51     127   New Kent County, VA                               2021        12,555       12,184        371      3.0
CN5113100000000   51     131   Northampton County, VA                            2021         5,359        5,071        288      5.4
CN5113300000000   51     133   Northumberland County, VA                         2021         5,503        5,236        267      4.9
CN5113500000000   51     135   Nottoway County, VA                               2021         7,029        6,772        257      3.7
CN5113700000000   51     137   Orange County, VA                                 2021        16,992       16,376        616      3.6
CN5113900000000   51     139   Page County, VA                                   2021        11,897       11,344        553      4.6
CN5114100000000   51     141   Patrick County, VA                                2021         7,016        6,701        315      4.5
CN5114300000000   51     143   Pittsylvania County, VA                           2021        29,293       28,119      1,174      4.0
CN5114500000000   51     145   Powhatan County, VA                               2021        13,893       13,492        401      2.9
CN5114700000000   51     147   Prince Edward County, VA                          2021         9,976        9,498        478      4.8
CN5114900000000   51     149   Prince George County, VA                          2021        14,660       13,998        662      4.5
CN5115300000000   51     153   Prince William County, VA                         2021       241,803      232,243      9,560      4.0
CN5115500000000   51     155   Pulaski County, VA                                2021        15,938       15,308        630      4.0
CN5115700000000   51     157   Rappahannock County, VA                           2021         3,584        3,480        104      2.9
CN5115900000000   51     159   Richmond County, VA                               2021         3,904        3,767        137      3.5
CN5116100000000   51     161   Roanoke County, VA                                2021        47,898       46,394      1,504      3.1
CN5116300000000   51     163   Rockbridge County, VA                             2021        10,381        9,998        383      3.7
CN5116500000000   51     165   Rockingham County, VA                             2021        41,368       40,151      1,217      2.9
CN5116700000000   51     167   Russell County, VA                                2021        10,695       10,233        462      4.3
CN5116900000000   51     169   Scott County, VA                                  2021         8,792        8,477        315      3.6
CN5117100000000   51     171   Shenandoah County, VA                             2021        21,572       20,802        770      3.6
CN5117300000000   51     173   Smyth County, VA                                  2021        13,524       12,977        547      4.0
CN5117500000000   51     175   Southampton County, VA                            2021         8,739        8,435        304      3.5
CN5117700000000   51     177   Spotsylvania County, VA                           2021        66,679       64,156      2,523      3.8
CN5117900000000   51     179   Stafford County, VA                               2021        72,503       69,867      2,636      3.6
CN5118100000000   51     181   Surry County, VA                                  2021         3,482        3,349        133      3.8
CN5118300000000   51     183   Sussex County, VA                                 2021         3,593        3,359        234      6.5
CN5118500000000   51     185   Tazewell County, VA                               2021        14,995       14,210        785      5.2
CN5118700000000   51     187   Warren County, VA                                 2021        19,936       19,231        705      3.5
CN5119100000000   51     191   Washington County, VA                             2021        25,246       24,344        902      3.6
CN5119300000000   51     193   Westmoreland County, VA                           2021         9,508        9,087        421      4.4
CN5119500000000   51     195   Wise County, VA                                   2021        12,722       12,058        664      5.2
CN5119700000000   51     197   Wythe County, VA                                  2021        13,516       12,972        544      4.0
CN5119900000000   51     199   York County, VA                                   2021        31,945       30,888      1,057      3.3
CN5151000000000   51     510   Alexandria city, VA                               2021        97,365       93,692      3,673      3.8
CN5152000000000   51     520   Bristol city, VA                                  2021         7,313        6,966        347      4.7
CN5153000000000   51     530   Buena Vista city, VA                              2021         2,961        2,846        115      3.9
CN5154000000000   51     540   Charlottesville city, VA                          2021        24,609       23,706        903      3.7
CN5155000000000   51     550   Chesapeake city, VA                               2021       119,733      115,125      4,608      3.8
CN5157000000000   51     570   Colonial Heights city, VA                         2021         8,169        7,778        391      4.8
CN5158000000000   51     580   Covington city, VA                                2021         2,279        2,147        132      5.8
CN5159000000000   51     590   Danville city, VA                                 2021        18,394       17,190      1,204      6.5
CN5159500000000   51     595   Emporia city, VA                                  2021         2,336        2,153        183      7.8
CN5160000000000   51     600   Fairfax city, VA                                  2021        12,429       12,004        425      3.4
CN5161000000000   51     610   Falls Church city, VA                             2021         8,196        7,979        217      2.6
CN5162000000000   51     620   Franklin city, VA                                 2021         3,481        3,242        239      6.9
CN5163000000000   51     630   Fredericksburg city, VA                           2021        13,853       13,207        646      4.7
CN5164000000000   51     640   Galax city, VA                                    2021         2,813        2,698        115      4.1
CN5165000000000   51     650   Hampton city, VA                                  2021        62,844       59,278      3,566      5.7
CN5166000000000   51     660   Harrisonburg city, VA                             2021        23,996       23,027        969      4.0
CN5167000000000   51     670   Hopewell city, VA                                 2021         9,361        8,662        699      7.5
CN5167800000000   51     678   Lexington city, VA                                2021         2,047        1,946        101      4.9
CN5168000000000   51     680   Lynchburg city, VA                                2021        34,699       32,939      1,760      5.1
CN5168300000000   51     683   Manassas city, VA                                 2021        20,983       20,162        821      3.9
CN5168500000000   51     685   Manassas Park city, VA                            2021         9,464        9,104        360      3.8
CN5169000000000   51     690   Martinsville city, VA                             2021         5,531        5,115        416      7.5
CN5170000000000   51     700   Newport News city, VA                             2021        86,364       81,527      4,837      5.6
CN5171000000000   51     710   Norfolk city, VA                                  2021       107,879      101,694      6,185      5.7
CN5172000000000   51     720   Norton city, VA                                   2021         1,604        1,525         79      4.9
CN5173000000000   51     730   Petersburg city, VA                               2021        12,529       11,210      1,319     10.5
CN5173500000000   51     735   Poquoson city, VA                                 2021         6,130        5,960        170      2.8
CN5174000000000   51     740   Portsmouth city, VA                               2021        43,482       40,574      2,908      6.7
CN5175000000000   51     750   Radford city, VA                                  2021         8,551        8,204        347      4.1
CN5176000000000   51     760   Richmond city, VA                                 2021       116,270      109,892      6,378      5.5
CN5177000000000   51     770   Roanoke city, VA                                  2021        47,664       45,355      2,309      4.8
CN5177500000000   51     775   Salem city, VA                                    2021        12,390       11,950        440      3.6
CN5179000000000   51     790   Staunton city, VA                                 2021        11,849       11,397        452      3.8
CN5180000000000   51     800   Suffolk city, VA                                  2021        44,227       42,283      1,944      4.4
CN5181000000000   51     810   Virginia Beach city, VA                           2021       224,179      215,879      8,300      3.7
CN5182000000000   51     820   Waynesboro city, VA                               2021        10,298        9,873        425      4.1
CN5183000000000   51     830   Williamsburg city, VA                             2021         6,579        6,259        320      4.9
CN5184000000000   51     840   Winchester city, VA                               2021        14,437       13,932        505      3.5
